"specname","latitude","longitude","carp_color","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","t_texture","drainage","awc_class","t_gravel","t_sand","t_silt","t_clay","t_usda_tex_class","t_ref_bulk_density","t_bulk_density","t_oc","t_ph_h2o","t_cec_clay","t_cec_soil","t_bs","t_teb","t_caco3","t_caso4","t_esp","t_ece","s_gravel","s_sand","s_silt","s_clay","s_usda_tex_class","s_ref_bulk_density","s_bulk_density","s_oc","s_ph_h2o","s_cec_clay","s_cec_soil","s_bs","s_teb","s_caco3","s_esp","s_ece","FOR_2000","GRS_2000","NVG_2000","sq1","sq2","sq3","sq4","sq5","sq6","sq7","URB_2000","WAT_2000"
"6908","Amanita aestivalis Singer ex Singer",42.78625,-80.198,"white",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"11558","Amanita aestivalis Singer ex Singer",41.761,-72.1961,"white",90,121,32,8780,278,-96,374,48,-16,201,-27,1198,114,85,7,321,280,292,287,1,6,5,3,85,10,5,12,1.7,1.4,2.08,4.3,73,5,16,2.4,0,0,0,0.1,3,86,10,4,12,1.73,1.57,0.51,4.8,52,2,21,1.4,0,0,0.1,87.0736999511719,8.56480026245117,0,3,3,1,1,1,1,1,3.99945545196533,0
"11634","Amanita aestivalis Singer ex Singer",42.78625,-80.198,"white",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"12805","Amanita aestivalis Singer ex Singer",39.3529,-82.0394,"white",110,128,34,8638,292,-75,367,198,-7,217,-7,1027,113,65,17,310,209,305,209,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.8918075561523,8.84199237823486,0,2,2,1,1,1,1,1,1.24795579910278,0
"3620","Amanita albemarlensis Tulloss & Kudzma nom. prov.",38.0248,-78.56945,"grey",131,126,35,8105,308,-43,351,225,24,233,24,1136,116,77,13,323,238,316,238,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,29.7854671478271,10.8610286712646,0,3,2,1,1,1,1,1,50.9195976257324,0
"3621","Amanita albemarlensis Tulloss & Kudzma nom. prov.",38.0248,-78.56945,"grey",131,126,35,8105,308,-43,351,225,24,233,24,1136,116,77,13,323,238,316,238,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,29.7854671478271,10.8610286712646,0,3,2,1,1,1,1,1,50.9195976257324,0
"3623","Amanita albemarlensis Tulloss & Kudzma nom. prov.",38.0248,-78.56945,"grey",131,126,35,8105,308,-43,351,225,24,233,24,1136,116,77,13,323,238,316,238,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,29.7854671478271,10.8610286712646,0,3,2,1,1,1,1,1,50.9195976257324,0
"3624","Amanita albemarlensis Tulloss & Kudzma nom. prov.",38.0248,-78.56945,"grey",131,126,35,8105,308,-43,351,225,24,233,24,1136,116,77,13,323,238,316,238,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,29.7854671478271,10.8610286712646,0,3,2,1,1,1,1,1,50.9195976257324,0
"525","Amanita albocreata (G.F. Atk.) E.-J. Gilbert",42.6812,-80.32955,"white",82,94,26,9184,265,-88,353,155,-31,197,-39,959,91,62,11,254,209,245,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3794801235199,1.76195812225342,0,7,7,7,7,7,7,7,2.08200001716614,75.9804000854492
"829","Amanita albocreata (G.F. Atk.) E.-J. Gilbert",41.5599,-83.84405,"white",95,112,29,9564,289,-90,379,214,-19,214,-33,849,92,45,21,262,157,262,160,1,4,1,4,81,9,10,12,1.59,1.41,0.57,6.2,32,5,89,4.3,0,0,3,0.1,4,70,9,21,10,1.46,1.46,0.3,6.1,22,5,81,4.3,0,3,0.1,40.9603881835938,3.8719494342804,0,1,1,1,1,1,1,1,2.33660006523132,0
"1066","Amanita albocreata (G.F. Atk.) E.-J. Gilbert",43.2176,-79.76695,"white",85,95,26,9315,273,-85,358,195,-30,203,-36,828,84,52,12,231,175,225,183,1,4,1,4,88,7,5,13,1.7,1.44,0.4,6.5,31,3,86,2.1,0.1,0,2,0.1,4,83,7,10,12,1.59,1.5,0.26,6.6,40,4,100,4.7,3.1,6,0.1,4.76040363311768,2.43501472473145,0,1,1,1,1,1,1,1,52.0705986022949,14.0267992019653
"3241","Amanita albocreata (G.F. Atk.) E.-J. Gilbert",42.82125,-80.14945,"white",80,93,26,9205,263,-89,352,153,-33,196,-40,949,91,63,11,250,211,241,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,3.277423620224,1.8922483921051,0,1,1,1,1,1,1,1,12.2870006561279,58.7079963684082
"5017","Amanita albocreata (G.F. Atk.) E.-J. Gilbert",35.00715,-83.1627,"white",119,131,41,6871,274,-44,318,41,170,204,27,1941,198,142,8,525,448,473,501,2,4,4,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,80.2436904907227,15.2732372283936,0,2,2,2,1,1,1,2,0.199997097253799,0
"5053","Amanita albocreata (G.F. Atk.) E.-J. Gilbert",42.6812,-80.32955,"white",82,94,26,9184,265,-88,353,155,-31,197,-39,959,91,62,11,254,209,245,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3794801235199,1.76195812225342,0,7,7,7,7,7,7,7,2.08200001716614,75.9804000854492
"5367","Amanita albocreata (G.F. Atk.) E.-J. Gilbert",41.06845,-80.0574,"white",87,125,33,8796,276,-95,371,176,-31,196,-31,1034,112,59,17,316,202,315,202,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,81.8130874633789,8.12409400939941,0,2,2,1,1,1,1,1,4.46869993209839,0
"7103","Amanita albocreata (G.F. Atk.) E.-J. Gilbert",42.78625,-80.198,"white",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"9034","Amanita albocreata (G.F. Atk.) E.-J. Gilbert",42.78625,-80.198,"white",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"9137","Amanita albocreata (G.F. Atk.) E.-J. Gilbert",33.96245,-84.3634,"white",152,125,38,7327,310,-13,323,71,158,244,55,1362,151,87,16,410,277,321,380,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,26.4398097991943,2.6006863117218,0,3,2,1,1,1,1,1,70.9316177368164,0
"9648","Amanita albocreata (G.F. Atk.) E.-J. Gilbert",42.78625,-80.198,"white",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"10375","Amanita albocreata (G.F. Atk.) E.-J. Gilbert",42.58995,-72.22805,"white",74,129,32,9405,275,-128,403,191,-40,191,-53,1098,100,77,8,294,247,294,254,1,6,5,3,85,10,5,12,1.7,1.4,2.08,4.3,73,5,16,2.4,0,0,0,0.1,3,86,10,4,12,1.73,1.57,0.51,4.8,52,2,21,1.4,0,0,0.1,87.2294769287109,8.58012390136719,0,3,3,1,1,1,1,1,2.84752607345581,0.99019992351532
"11609","Amanita albocreata (G.F. Atk.) E.-J. Gilbert",37.98395,-80.94585,"white",97,123,36,7886,262,-78,340,176,-10,194,-10,1159,130,80,14,343,251,338,251,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.6190719604492,8.91352844238281,0,2,2,1,1,1,1,1,0.458824723958969,0
"11757","Amanita albocreata (G.F. Atk.) E.-J. Gilbert",37.98395,-80.94585,"white",97,123,36,7886,262,-78,340,176,-10,194,-10,1159,130,80,14,343,251,338,251,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.6190719604492,8.91352844238281,0,2,2,1,1,1,1,1,0.458824723958969,0
"11800","Amanita albocreata (G.F. Atk.) E.-J. Gilbert",42.78625,-80.198,"white",82,93,26,9173,263,-87,350,155,-31,196,-39,950,91,63,11,249,212,240,222,3,4,1,4,56,22,22,10,1.42,1.34,1.11,6.4,36,22,87,18.4,0,0,1,0.1,8,48,20,32,10,1.35,1.38,0.54,6.7,37,21,92,21,0,1,0.1,8.81078243255615,4.68933868408203,0,1,1,1,1,1,1,1,1.28979992866516,37.9752998352051
"12875","Amanita albocreata (G.F. Atk.) E.-J. Gilbert",41.44195,-76.06385,"white",75,111,30,8856,260,-101,361,166,-42,186,-42,1014,106,60,18,309,191,300,191,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.3282699584961,8.88492965698242,0,2,2,1,1,1,1,1,0.773024141788483,0
"13007","Amanita albocreata (G.F. Atk.) E.-J. Gilbert",37.94325,-81.2185,"white",107,125,36,7928,275,-69,344,186,-1,205,-1,1134,130,78,15,337,247,332,247,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,83.1975631713867,8.18353652954102,0,2,2,1,1,1,1,1,8.60691452026367,0
"770","Amanita americrocea group",41.99445,-87.76795,"brown",97,100,26,9861,285,-95,380,219,-35,219,-35,909,101,37,28,297,143,297,143,2,4,1,4,35,41,24,9,1.37,1.28,1.68,6.2,52,19,87,16.1,0,0,2,0.1,5,30,36,34,5,1.31,1.37,0.69,6.8,64,24,92,23.8,0.4,2,0.1,0,2.36183404922485e-06,0,1,1,1,2,1,1,1,99.9911804199219,0
"817","Amanita americrocea group",41.99445,-87.76795,"brown",97,100,26,9861,285,-95,380,219,-35,219,-35,909,101,37,28,297,143,297,143,2,4,1,4,35,41,24,9,1.37,1.28,1.68,6.2,52,19,87,16.1,0,0,2,0.1,5,30,36,34,5,1.31,1.37,0.69,6.8,64,24,92,23.8,0.4,2,0.1,0,2.36183404922485e-06,0,1,1,1,2,1,1,1,99.9911804199219,0
"230","Amanita amerifulva group",19.5556,-97.0269,"brown",147,116,63,1936,237,55,182,157,130,169,119,1638,328,44,72,809,136,402,187,3,4,1,4,25,35,40,3,1.27,1.18,2.74,6.4,21,18,90,16.2,0.2,0.1,1,0.1,4,21,29,50,3,1.23,1.12,1.42,6.2,20,15,94,14.1,0.1,1,0,50.430103302002,21.7641448974609,0,1,1,1,1,1,1,1,1.02559995651245,0
"332","Amanita amerifulva group",35.8725,-78.761,"brown",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"333","Amanita amerifulva group",35.8725,-78.761,"brown",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"371","Amanita amerifulva group",39.7944,-74.277,"brown",116,109,31,8307,290,-52,342,217,133,222,8,1146,119,81,12,317,268,310,272,2,2,1,9,34,43,23,9,1.38,1.39,0.83,4.9,18,7,30,1.9,0,0,2,0.1,7,28,38,34,5,1.31,1.48,0.3,4.7,22,12,20,2,0,1,0.1,77.152702331543,7.47014904022217,0,2,2,1,2,1,1,1,1.21650004386902,7.97949981689453
"400","Amanita amerifulva group",35.8725,-78.761,"brown",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"531","Amanita amerifulva group",35.8725,-78.761,"brown",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"534","Amanita amerifulva group",41.3264,-75.90695,"brown",83,113,31,8912,269,-95,364,174,-25,194,-36,1024,105,61,17,309,196,304,196,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,37.7099685668945,3.68703699111938,0,1,1,1,2,1,1,1,54.2805023193359,0
"552","Amanita amerifulva group",35.8725,-78.761,"brown",151,127,38,7573,316,-18,334,247,105,247,51,1130,116,76,13,324,244,324,273,2,4,1,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,76.2622146606445,12.1785907745361,0,3,2,1,1,1,1,1,2.09369993209839,0
"814","Amanita amerifulva group",42.2567,-83.03425,"brown",94,95,26,9508,279,-81,360,213,-20,213,-32,839,88,48,17,252,163,252,169,3,1,1,7,15,30,55,3,1.21,1.24,2.19,6.3,37,32,87,24.9,0,0,1,0.1,1,25,25,50,3,1.24,1.35,0.79,6.5,36,25,96,19.2,0,2,0.1,3.73758387565613,2.74457573890686,0,1,1,1,4,1,1,1,76.2301025390625,11.4584999084473
"1157","Amanita amerifulva group",44.54255,-72.5254,"brown",53,115,28,10096,255,-154,409,178,-70,178,-83,1030,115,57,19,319,190,319,203,1,6,5,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,2,0.1,87.7715682983398,9.59918308258057,0,3,2,3,1,1,1,2,1.0382000207901,0
"1279","Amanita amerifulva group",40.7971,-76.0147,"brown",86,113,31,8777,270,-91,361,175,-19,196,-31,1212,121,78,13,351,251,336,256,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,88.8389129638672,8.6865873336792,0,2,2,1,1,1,1,1,1.0576000213623,0
"1309","Amanita amerifulva group",40.7971,-76.0147,"brown",86,113,31,8777,270,-91,361,175,-19,196,-31,1212,121,78,13,351,251,336,256,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,88.8389129638672,8.6865873336792,0,2,2,1,1,1,1,1,1.0576000213623,0
"1310","Amanita amerifulva group",41.08445,-75.59165,"brown",74,114,31,8839,258,-106,364,164,-32,184,-44,1175,117,75,13,339,240,328,243,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.3615036010742,8.88819599151611,0,1,1,1,2,1,1,1,0.741978228092194,0
"1436","Amanita amerifulva group",41.23335,-75.81305,"brown",79,112,30,8857,263,-99,362,169,-28,189,-39,1074,108,65,16,320,209,314,210,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.7522354125977,8.8282642364502,0,2,1,1,2,1,1,1,1.38940024375916,0
"1529","Amanita amerifulva group",41.26365,-75.93575,"brown",86,114,31,8903,273,-92,365,177,-22,197,-33,1016,105,61,18,309,194,303,194,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,45.8049087524414,4.50549173355103,0,2,1,1,1,1,1,1,49.5534553527832,0
"1617","Amanita amerifulva group",41.13225,-76.15375,"brown",90,117,31,8898,280,-88,368,181,-16,202,-28,1022,107,61,17,311,196,302,197,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,88.5393371582031,8.71901798248291,0,2,2,1,1,1,1,1,1.91149985790253,0
"2583","Amanita amerifulva group",41.08445,-75.59165,"brown",74,114,31,8839,258,-106,364,164,-32,184,-44,1175,117,75,13,339,240,328,243,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.3615036010742,8.88819599151611,0,1,1,1,2,1,1,1,0.741978228092194,0
"2603","Amanita amerifulva group",35.37445,-82.7597,"brown",109,127,40,6954,263,-54,317,107,115,196,16,1690,168,129,8,449,399,438,404,2,4,4,10,49,27,24,10,1.4,1.4,1,4.6,16,7,44,3.5,0,0,1,0.1,10,40,24,36,5,1.32,1.4,0.42,4.8,14,6,32,2.3,0,2,0.1,60.3523483276367,26.9735279083252,0,2,2,2,1,1,1,2,0.448769420385361,0
"2606","Amanita amerifulva group",41.1973,-75.78495,"brown",72,110,30,8795,253,-106,359,161,-35,181,-46,1131,112,70,16,334,222,326,224,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.7522354125977,8.8282642364502,0,2,1,1,2,1,1,1,1.38940024375916,0
"2744","Amanita amerifulva group",41.23105,-74.8971,"brown",85,124,32,8991,276,-103,379,176,-36,198,-36,1117,109,70,12,316,234,310,234,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.238410949707,8.87608909606934,0,2,2,1,1,1,1,1,0.573798358440399,0
"2814","Amanita amerifulva group",41.44685,-76.46525,"brown",71,112,31,8814,256,-105,361,161,-46,181,-46,940,107,52,22,304,164,291,164,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.5181884765625,8.9036111831665,0,2,1,1,1,1,1,1,0.564490854740143,0
"2856","Amanita amerifulva group",41.08175,-75.89205,"brown",80,111,30,8773,263,-96,359,169,-25,189,-37,1129,112,70,15,333,222,326,226,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,87.6449127197266,8.62098693847656,0,2,2,1,1,1,1,1,3.7230281829834,0
"2857","Amanita amerifulva group",41.08175,-75.89205,"brown",80,111,30,8773,263,-96,359,169,-25,189,-37,1129,112,70,15,333,222,326,226,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,87.6449127197266,8.62098693847656,0,2,2,1,1,1,1,1,3.7230281829834,0
"2858","Amanita amerifulva group",41.08175,-75.89205,"brown",80,111,30,8773,263,-96,359,169,-25,189,-37,1129,112,70,15,333,222,326,226,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,87.6449127197266,8.62098693847656,0,2,2,1,1,1,1,1,3.7230281829834,0
"2873","Amanita amerifulva group",41.23335,-75.81305,"brown",79,112,30,8857,263,-99,362,169,-28,189,-39,1074,108,65,16,320,209,314,210,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.7522354125977,8.8282642364502,0,2,1,1,2,1,1,1,1.38940024375916,0
"2904","Amanita amerifulva group",41.95735,-74.68795,"brown",58,111,30,9014,241,-127,368,149,-52,170,-63,1252,125,81,12,351,262,337,268,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.7840423583984,8.92975807189941,0,2,2,1,1,1,1,1,0.222622975707054,0
"2907","Amanita amerifulva group",41.95735,-74.68795,"brown",58,111,30,9014,241,-127,368,149,-52,170,-63,1252,125,81,12,351,262,337,268,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.7840423583984,8.92975807189941,0,2,2,1,1,1,1,1,0.222622975707054,0
"2968","Amanita amerifulva group",40.04345,-77.2615,"brown",101,112,31,8829,285,-74,359,148,-16,212,-16,1077,105,74,11,302,232,285,232,2,4,1,9,47,29,24,9,1.39,1.54,0.86,6.4,38,12,89,10,0,0,1,0.1,8,39,27,34,5,1.33,1.52,0.38,6.3,40,15,93,12.3,0,1,0.1,89.4660034179688,8.77069664001465,0,2,2,1,1,1,1,1,1.10389995574951,0
"3058","Amanita amerifulva group",41.23335,-75.81305,"brown",79,112,30,8857,263,-99,362,169,-28,189,-39,1074,108,65,16,320,209,314,210,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.7522354125977,8.8282642364502,0,2,1,1,2,1,1,1,1.38940024375916,0
"3059","Amanita amerifulva group",41.23335,-75.81305,"brown",79,112,30,8857,263,-99,362,169,-28,189,-39,1074,108,65,16,320,209,314,210,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.7522354125977,8.8282642364502,0,2,1,1,2,1,1,1,1.38940024375916,0
"3231","Amanita amerifulva group",45.7998,-77.13975,"brown",53,113,25,10986,266,-169,435,187,-83,187,-96,824,83,50,15,238,161,238,172,1,6,5,4,85,11,4,12,1.73,1.36,2.09,4.5,98,10,16,2.5,0,0,1,0.1,5,84,11,5,12,1.7,1.51,0.59,4.8,63,4,23,1.6,0,2,0.1,27.1340274810791,9.80054569244385,0,3,3,2,1,1,1,2,19.114200592041,3.200199842453
"3258","Amanita amerifulva group",41.23335,-75.81305,"brown",79,112,30,8857,263,-99,362,169,-28,189,-39,1074,108,65,16,320,209,314,210,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,89.7522354125977,8.8282642364502,0,2,1,1,2,1,1,1,1.38940024375916,0
"3323","Amanita amerifulva group",41.28875,-76.3021,"brown",82,115,31,8838,269,-96,365,172,-36,192,-36,982,107,57,20,307,181,296,181,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,90.5804672241211,8.90973281860352,0,2,2,1,1,1,1,1,0.460312455892563,0
"3403","Amanita amerifulva group",41.26365,-75.93575,"brown",86,114,31,8903,273,-92,365,177,-22,197,-33,1016,105,61,18,309,194,303,194,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,45.8049087524414,4.50549173355103,0,2,1,1,1,1,1,1,49.5534553527832,0
"3450","Amanita amerifulva group",41.3264,-75.90695,"brown",83,113,31,8912,269,-95,364,174,-25,194,-36,1024,105,61,17,309,196,304,196,2,4,1,10,41,39,20,9,1.41,1.3,1.45,5.1,30,12,37,4.1,0,0,1,0.1,20,45,35,20,9,1.42,1.37,0.5,5.2,36,9,33,2.6,0,1,0.1,37.7099685668945,3.68703699111938,0,1,1,1,2,1,1,1,54.2805023193359,0
